comment,replies,date,user_name
Hi Ben...Got your Marathon plan for my wife....she followed it & ran a very successful Sydney marathon.... she is Happy with that...a Life time best PB.... smashed it... Thanks mate.👍👍❤❤.,[],2024-09-17T10:01:25Z,@misterbelll
"Do you have a sibling relationship with Mark Goldbridge from The United Stand channel? Your voice, the way you speak, even your face looks similar to him",[],2024-09-17T08:13:08Z,@nawainrukydnew
Increasing my cadence was an absolute game changer for me last year. I did it after another Ben Parkes video and I haven't looked back since. Better pace and far fewer knee and ankle pain.,[],2024-09-16T22:52:50Z,@SantaCruzRunner
Hello Ben I'm your follower from kenya and will like to meet you,[],2024-09-16T20:18:57Z,@TimothyCheserek-d6v
"I run for joy. Nothing matters to me except the freedom running gives me. It's a philosophy, an ideology even. Its certainly a religion (you'll find nirvana out there - inside you). Running is a natural function.. the most ""pure"" running happens without heart rate monitors, watches, music, events, others. Sometimes you just gotta go run. Soul over analysis, joy before efficiency, simplicity trumps gadgets. Run just for the sake of running.",[],2024-09-16T19:18:22Z,@charlietwotimes
"I tried the spotify 180bpm playlists and they are very seldom 180bpm.  Instead, I've created my own playlist based off what I know are 180bpm tracks.  Obviously takes more work.  Will definitely give the metronome a go but don't know if I could deal with that on a long run!",[],2024-09-16T16:40:42Z,@SteveSalisbury
Does being tall make a difference with cadence? I am 6’4 with a 155-160 spm and I feel like I physically can’t increase it to 170+ without it feel like I’m scooting along 😂,"['Yes, taller people generally have a lower cadence']",2024-09-16T14:45:07Z,@adewb
"Just did 10 mile Ben. My normal cadence is 165, 169 today after watching your vid 👍",[],2024-09-16T11:35:54Z,@TheJoelMccluskey
"Great video! I noticed you mentioned that arms shouldn't cross the chest but should swing back and forth. However, I've seen many of the world's top marathoners crossing their arms across their chest during races. Could you explain why there's a difference in technique between what you're recommending and what they do?","['I don\'t think you should force the arms to move in a certain way, as long as you\'re no flailing your arms all over the place like a lunatic. Check out Fredrik Zilléns video ""Hands in front of the body can be a good thing when running"".']",2024-09-16T09:44:42Z,@2Latsabb
Cadence is worked out on pro's running marathons- which most of us aren't... so look to improve by 5% as you go.,[],2024-09-16T00:08:49Z,@HS-fm9kv
Hi ben. May i ask what watch are you using?😁,[],2024-09-15T23:25:04Z,@edwardgo4070
Berlin- T minus 14 days!,[],2024-09-15T22:00:55Z,@maxal2251
Thanks!,[],2024-09-15T21:53:43Z,@lukepaulson3428
"Good advice Ben😊

OneQ: What shirt brand@3:40?",['One of his own. Check his site it is still there I think'],2024-09-15T21:50:17Z,@Vivungisport
Need these reminders in the middle of your HM training plan for some of those long runs where Im dragging my legs round the last few Ks!,[],2024-09-15T21:13:22Z,@nrjonesy
Cadence has a lot to do with speed. Beginners always like to take advice from elite runners and Ive seen some weird bouncers out there trying to hit 185 while jogging 6:40min per km. It will likely be more strain to your legs to try and maximize the amount of the steps you take than keeping the length of the step reasonable for the pace.,"['Speed and Legs Length', 'That’s what I thought. It makes sense. I’m a beginner and not focusing on speed until my fitness improves a lot more. I noticed my cadence is 147spm but I’m running at 10 min mile which is about a 6.20 min km. My cadence shouldn’t be at 180s at that pace right?', 'And forgot to mention, I’m 6’1”. It makes sense taller people have lower cadence as well right', '@@deannemmer6742 I am not so convinced here. If your cadence in slow runs is too low then you will train your muscle memory to a false pattern of movement. Try to concentrate on perfect technique in your slow runs. I would rather run at smaller step length than falling to a slow jog that ruins my technique where arms also move differently. Smaller step length does not mean you have to jump up and down at every step. But naturally it is easier to reduce bouncing movement when gaining speed.']",2024-09-15T21:10:06Z,@jepulis6674
👍🏻👍🏻👍🏻,[],2024-09-15T19:54:29Z,@markoljustina
"Great video Ben, thanks for sharing , let's go",[],2024-09-15T19:44:37Z,@Snerunseasy
"All excellent points to consider, Ben! Love the content, keep up the amazing work!",[],2024-09-15T18:11:38Z,@seekingUltraNick
"Ben: where do you run that, near river etc? :)",[],2024-09-15T17:40:18Z,@tadejdanev5030
"At 8:25 I see you tested the Hoka Cielo x1, but I don't remember you posting a review of it - are you planning on posting a review of that shoe?",[],2024-09-15T17:23:57Z,@OWS777
You can't talk about cadence without mentioning pace or height. 180 spm at 11 min/mi looks ridiculous. Taller runners generally have a lower cadence as well.,"['True, different cadence for elite as well.', 'Why does it matter how it looks? How does is perform is the question', ""\u200b@@avwie132 agreed. I'm okay with looking silly if it means better performance.""]",2024-09-15T17:15:46Z,@DrSlipstream
I think people needs to do an analysis of themselves to see where they are at and what issues they have.,[],2024-09-15T17:15:34Z,@khaldonevans4295
Run with chips you say? I’m in.,[],2024-09-15T17:10:24Z,@SageOfEchoes
"Great video Ben, thanks for sharing! I use a simple technique, suggested by Mary from ThisMessyHappy, to relax hands by holding your thumbs in each hand. It prevents fist clenching whilst running and leads to relaxed shoulders, etc. 👍",[],2024-09-15T17:10:05Z,@rubarb1275
As I was running and have my front foot sliding forward on a sandy road by the beach made me realise I was over extending the front leg and in reality braking.,[],2024-09-15T16:22:36Z,@oliveuk
2nd,[],2024-09-15T16:21:20Z,@azizazhar
"As a pro runner myself, i do a lot of core strength training every week, and that has helped me a lot with my technique","['This. Hanging leg raises for the win!', ""today while doing my goal speed repeats I felt that core is burning, meaning that it's something I should work on more. Could you suggest some that are not classic ones like dead bug, planks etc since these are already on my list? :)"", 'It’s my lower back I can feel going towards the end of marathons.', 'Do you work on sit-ups?', 'Any pointers on maintaining technique while running in zone 2? Moment I try and really hold form - I speed up.']",2024-09-15T16:06:15Z,@SondreHaukanes
