comment,replies,date,user_name
yeah im gonna need these 🔥,[],2024-10-11T07:50:04Z,@planet7101
14:10 it was the ball boy,[],2024-10-11T03:57:46Z,@danielbakoian4435
Just got em well there on the way. I live the way 1s fit,[],2024-10-11T03:55:36Z,@danielbakoian4435
"The 2016 is white tongue .
Reimagined is black .",[],2024-10-11T02:38:06Z,@IKJ22
My black toe lows still look like new. I’m passing.,[],2024-10-10T18:15:28Z,@vic4uf
I pike the white tongue better but can't go wrong with both bro,[],2024-10-10T14:17:00Z,@Vancouverallday
"I was going to get these but now that their releasing next year, it makes more sense to get the bred 1s that come out on February 14 instead. I like both shoes but their too similar. If these came out earlier this year or in November like they were originally going to release, I probably would have gotten them.",[],2024-10-10T03:16:48Z,@arthurm4012
Just got mine and theyre wayyy amazing. Didn't you find the box a little flimsy though?,"['How’d you get a pair? I thought they were delayed', 'I just ordered mine from there today. They are selling for a decent price tbh.']",2024-10-09T00:53:44Z,@patbaysa
Where can I buy that pair???,[],2024-10-08T03:29:43Z,@gamerone7761
Delayed until Feb 2025 😢,[],2024-10-07T10:25:19Z,@henryevans9970
A solid and informative review. 💪🏽,[],2024-10-06T15:44:14Z,@khepera3c
"A lot of hate towards the air jordan writing instead of the wings logo. Hopefully all of you, who hate it, keep the same energy and skip on release day. I want an easy release day 😤",[],2024-10-06T15:35:37Z,@RobertoCarlos-r4v
This is a straight up pass! Nike will release the black toe again in a couple years.,[],2024-10-04T15:32:27Z,@BrandonTheGreatest
Fuck the black tongue 🖕🏾,[],2024-10-04T02:50:28Z,@jerren4493
Fake,[],2024-09-29T17:15:44Z,@anthonyharris7943
"It's weird not having the wings logo, I just wished they just gave us the OG ones with wings logo and white tongue it's going to sell out anyways.",[],2024-09-29T03:54:02Z,@phondekarvidhesh
Just ordered my pair from flight club .. they're going straight to toe once they touch down,[],2024-09-29T03:21:21Z,@ismaeltejada1536
Happy to rock my 2016’s. They ruined the perfect Jordan 1 black toe sneaker.,[],2024-09-29T00:39:48Z,@Papag53
"I would have preferred the wings logo, but the nike text that replaces it on this pair isnt random, it has history, so i appreciate them so much. I absolutely need these. If the text was random THEN they'd be an easy pass.",[],2024-09-28T16:17:24Z,@jp23x
Yall are so weird.. all bc of a logo,[],2024-09-28T00:29:01Z,@tinabaker-g3z
those crying about the air Jordan thing corny shit dope and i prefer the black tongue over the white,[],2024-09-27T19:54:06Z,@flashbrito6
These guys are tripping these are straight fire lol,[],2024-09-27T04:21:47Z,@bugaloo67
Is his signature on the inner ankle side ?,[],2024-09-27T00:21:13Z,@JC-vd5ux
delayed 🤦 ➡️2025,['Ik 😭'],2024-09-25T06:59:28Z,@tomato77_
"I have the banned air ships, so these are a no-brainer for me :-).  I’m a sucker for a good backstory - and I’ve found the older I get, the more comfortable aj1’s are to me!  Off to GOAT I go!",['Banned air ships are the OG breds'],2024-09-24T21:20:04Z,@zsid3
Are you going to do a review on the mocha lows?,[],2024-09-24T17:31:07Z,@blank_C7
These young cats under 40 only know the wings logo. 😂,[],2024-09-24T09:15:32Z,@MichaelSmith-df5pz
"Bro took half the video to realize the tongue's different

That should've been the main attraction plus the wings logo and the different shoe box. 

Overhyped. It's like the iphone 16 meme",[],2024-09-24T04:44:20Z,@gabbylikeskicks
"The reason the tongue is black and not white is because retail pairs, since 85, were white. Jordan's personal pairs on court were black. They are giving you the closest version to what Jordan was wearing on court.",[],2024-09-24T04:31:09Z,@ProjectMyk
I'm size 9.5 let me cop em from you.,[],2024-09-24T00:44:02Z,@Gillyfesh7
I got the 2016s and these go hard AF. I really like the black tounge and the air Jordan text.,[],2024-09-23T21:08:21Z,@Getdown8319
I hope the kids keep that same energy and let us old real sneaker heads buy up all these for retail.,[],2024-09-23T17:40:17Z,@JChaseS
white tongue is bettwr,[],2024-09-23T16:32:19Z,@wuwuisaac
These are a must,[],2024-09-23T13:21:00Z,@chrisjay1111
I like these better than the other black toes. Plus rhe presentation is awsome.,[],2024-09-23T03:14:34Z,@kp9593
Where did you get the cargos?,[],2024-09-23T01:19:25Z,@dennysmolina1319
"I like the air jordan text, but the black tongue is throwing me off",[],2024-09-23T00:58:15Z,@grizzlyb9625
"Why are you the first person who noticed the tongue change lol. And as far as the logo, all ima say is it’s reason they changed that logo to the wings lol.",[],2024-09-22T23:36:09Z,@dextav7905
A must cop!,[],2024-09-22T23:29:40Z,@tonyfromdachi23
The writing is meant to be seen w a black light,[],2024-09-22T21:57:44Z,@quentin1956
are you gonna make a video on the midnight navy 1’s ?,[],2024-09-22T20:36:20Z,@jvlxn1327
"I used to have a pair of the ""Rare air soar"" Jordan 1 highs. I remember having multiple people say they were fake because of the Air Jordan text on the side 🤣",[],2024-09-22T18:01:31Z,@superleggera1900
I CAN'T WAIT,[],2024-09-22T16:59:37Z,@dalekim
What are the best jordan under 200 rn?,[],2024-09-22T16:46:47Z,@God-jb4fs
The black tongue kills it for me,[],2024-09-22T15:29:18Z,@Machinegun526
wings logo looks way better,[],2024-09-22T12:55:55Z,@tdubs21
from the moment i saw them teased it was a must cop lol this is a color way i never got to own so yeah must cop i could care less that it’s not “fully OG”. Next i wanna see the Shadows,[],2024-09-22T12:52:28Z,@Key-zl4qg
I think you have best shoes on feet videos thanks appreciate bro,[],2024-09-22T12:46:14Z,@QueBlack-jx7cy
WTF they didn't even give wings but AJ logo on ankle support,[],2024-09-22T12:34:10Z,@shuo_tonny_tao1725
"*sees “air Jordan” instead of “wings” logo* 

*2016 “Rare Air” flashbacks*",[],2024-09-22T06:38:48Z,@anonymousdogg1559
I’m surprised Nike didn’t use used ocean plastic with used suede and used Nike boxes as the material since after the first reimagined 1s have been absolute garbage,[],2024-09-22T06:30:40Z,@anonymousdogg1559
Video starts at 4:20,[],2024-09-22T04:37:50Z,@rugersp1539
If they release the black toes in the 85 cut id cop,[],2024-09-22T04:02:34Z,@Icecoldhoneybadger
These look like the Bred Toes just a white toe box,[],2024-09-21T19:15:23Z,@FreeGunzz
the logo that no one ever asked for.. 🤦🏻‍♂️,[],2024-09-21T17:33:08Z,@markjosephcaleon8009
They’ll be available and easy to get thank god that wave off resellers have past.,[],2024-09-21T16:05:02Z,@peabbody
Pass.,[],2024-09-21T06:31:18Z,@deejayy8303
Seth is naked in the shots where you can see his socks,[],2024-09-21T05:05:29Z,@YungJules001
2016s better imo,['🧢'],2024-09-21T04:57:04Z,@TEZEM0N
"Thank you for being professional and actually providing us valuable information after doing research. Other channels had this, but it was mostly ghetto-style shouting I could not understand.",[],2024-09-21T03:59:41Z,@viz8746
2016 better sorry 🤷‍♂,[],2024-09-21T02:42:07Z,@gieman2093
I want to know which brand(s) he’s talking about that make up stories 🤔,[],2024-09-21T02:33:33Z,@izzyspazzin
entire year has been great for sneakers and its only going to get better through all of next year!,[],2024-09-20T22:47:48Z,@jg7747
I was on the fence about these when I first saw photos of the shoe. However I've since changed my mind and I now need a pair of these! 🔥I've been wearing my black toe lows into the dirt so I need to get a pair of the highs to give the lows a rest. lol,[],2024-09-20T18:01:14Z,@jaceorio444
These will be sold out  mark my words,[],2024-09-20T13:05:27Z,@koheeba2532
Hype beast type shit with the wings logo no respect for the nostalgia,[],2024-09-20T12:43:43Z,@3yungskinny3
Are these the new poor man’s UNION Black Toe,[],2024-09-20T11:39:21Z,@cristianmartinez4986
I’ll trade the black tongue for a wings logo. That logo is basura.,[],2024-09-20T11:10:36Z,@DivineKaze
"No wings logo, easy pass 🚮",[],2024-09-20T10:04:58Z,@Akeoni
Hot take: the black toe lows look better especially with lace swaps and they’re 100 bucks on stock x,[],2024-09-20T09:29:02Z,@ddtvhenderson3285
True og is a must,[],2024-09-20T09:25:53Z,@noelrogeliosupetran486
Im excited,[],2024-09-20T09:22:35Z,@noelrogeliosupetran486
the text and the sail midsole are ass,[],2024-09-20T07:23:32Z,@jcmm99
Honestly I’m getting it. I love the box and the shoe is a classic.,[],2024-09-20T05:22:07Z,@duffyy1
I would pay $225 retail for these. Between colorway. Details. And box 📦. Double up for sure at 180,[],2024-09-20T04:33:04Z,@DanielJamall
the air jordan text makes it look fake or something,[],2024-09-20T04:31:55Z,@oplocki1
I’m sorry but so many “sneaker heads” today that are clueless as to the history of Jordan’s as well they don’t know how to judge quality. They think if a sneaker isn’t tumbled than the quality is bad. That’s not how you judge quality. I love how they did this Black toe reimagined with the Air Jordan instead of wings logo as well as Michael Jordan facsimile signature on the inside on the one sneaker. Also like the box and packaging. Youngsters need to learn the history instead of just hating on something that have no clue about,[],2024-09-19T22:03:32Z,@brich6875
Use a black light on them.. they should have secret writing on them,[],2024-09-19T22:00:44Z,@NellzLitt
My sneaker of the year,[],2024-09-19T21:44:35Z,@snkrhed23
Black tongue so much better bruh,[],2024-09-19T21:13:43Z,@Mohammad_Rizvi_OG
I don't like sail mid sole and black tongue. The 2016 version is better. Pass,[],2024-09-19T20:49:35Z,@geekgix
what about that 2016 pair tho,[],2024-09-19T20:17:27Z,@ayoonine
bro i’ve been looking for your video on these for like 3 months 😭🙏🏼,[],2024-09-19T18:54:26Z,@raffy971
Why can't he wear aj1 high??,[],2024-09-19T18:49:04Z,@Sskreechy
Please do review the adidas climamog or adidas climacool24 🙏🏻,[],2024-09-19T18:06:22Z,@xyarte9524
These a go and will probably be the first time I will be able to finally own a pair dat is like the OG,[],2024-09-19T16:16:47Z,@juicelyfedavis2408
Holy crap this is lit,[],2024-09-19T15:47:41Z,@StarDustHighWay
Instant cop for sure. I love the story behind the shoe and can't wait to get my first BRED toe sneaker!,[],2024-09-19T15:41:06Z,@jessicaberry4452
I am size 10 in air jordan 1 low og black toe. Should i size up on air jordan 1 high og black toe reimagined? Thanks,[],2024-09-19T15:36:54Z,@lockonstrauss7714
I’m extremely excited for them. Jordan 1 fan here and i’m glad they’re not $250,[],2024-09-19T15:06:09Z,@orlando130
the Apthcry crew is tripping - these are a NEED,[],2024-09-19T11:45:47Z,@drewgutshall2908
these gonna sit,[],2024-09-19T11:28:04Z,@Xander71267
"If a shoe actually looks good on seth's feet, then u know its a banger",[],2024-09-19T11:17:05Z,@peewee3030
These are mandatory in my book. Hoping people sleep so this is an easy cop,[],2024-09-19T07:14:07Z,@SpearzMiczPodcast
Nice that they changed the logo on his jersey for the box,[],2024-09-19T04:46:50Z,@BruceThawn83
I absolutely love these! The Black Toe promo that Mike has in those photos has always been a huge grail of mine. I am so glad they made these to look like those. I actually customized another pair of 1’s to look just like these about 4 months before they released the news that they were dropping these.,[],2024-09-19T04:32:00Z,@sethburnham7264
Bought a UA version easily. Looks and feels exactly the same. No need to pay resell,[],2024-09-19T03:50:35Z,@mambatronprime4123
"crazy that this exact shoe but instead of red, it being green, is sitting far under retail (lucky greens) 🤣🤣🤣",[],2024-09-19T03:26:15Z,@skarhn6215
I wasn't hot for these but after watching your review I see now that it really is a great shoe . Text instead of wings doesn't bother me,[],2024-09-19T03:23:23Z,@ivandesantis858
October is going to be insane. I think I’m gonna try and get those Jordan 1s re 🤔 people hate change but they are dope 🤷🏻‍♂️,[],2024-09-19T02:45:46Z,@Ki55yface
Everyone said they hated it but they gonna end up copping,[],2024-09-19T02:23:01Z,@waynedarren
"you color matched to manufacture and reproduce socks …but, you’re just now seeing the shoe… ⁉️


and you really just nailed yourself to the cross for not noticing the Black Tongue.. 

which means.. 

you don’t know the true meaning, story and overall history of that specific thing

you’re NOT LIKE US",[],2024-09-19T02:09:38Z,@blaxsmith
I want to get a pair but sadly I have school friday so I got try online,[],2024-09-19T01:34:53Z,@AV52offical
"Fire. I'll be going for them for sure. Might do the red laces, both options are dope. Good vid",[],2024-09-19T00:36:28Z,@AkFlav
Where can I get those socks. I really need a pair.,[],2024-09-19T00:23:31Z,@selasie8981
"Nah. Nike made these the last unique Og 1s. It’s over,the 85 cuts are better",[],2024-09-18T23:53:11Z,@Damaineofdaatx
"I like everything about this shoe except the sail midsole, if the midsole was white I would absolutely love the shoe but with that said I’m probably going for these anyway",[],2024-09-18T23:28:21Z,@NYKgunna
Only thing I hate about black toe ones is the black smearing they leave under the first set of eyelets on toe box,[],2024-09-18T23:22:50Z,@414RobertoSQuiles
🗣️Hit the signature with a black light🔦,[],2024-09-18T23:07:18Z,@LateNightLou
"I LOVE the Air Jordan text! These young dudes that pose as ""sneaker heads"" don't know a damn thing. Sorry, but I said what I said",[],2024-09-18T22:55:41Z,@madpuss427
Initially I was done with 2024 but I think I’m gonna grab these come release date if I even get a chance to try 🙄,[],2024-09-18T22:40:00Z,@wishfullythinking8938
Bro how are you a sneakerhead and not know how to get the glitter off your shoes ? 😆,[],2024-09-18T22:33:01Z,@jebacina23
"Yes Jordan wore a pair of black toe over his shoulder with the text in the famous photo. But MJ and Nike threw out that option in favor of the beloved wings logo. No one liked the text when they were finalizing the finished product. Furthermore the ones over his shoulder had the tall upper collar and the straight up and down back which looks super dope. And look at the toe box on the ones over his shoulder, they are more slanted/pointed. This release is shaped nothing like the ones on his shoulder. These shoes have the puny, short upper collar that curves forward which all standard current Jordan 1’s have. Yeah for resellers they may be a must. But for myself who I buy Jordan’s to wear, my hard earned money will be spent on the DB rep black toe.",[],2024-09-18T22:27:48Z,@MarkEnriquez1971
These shoes are sick.,[],2024-09-18T22:24:13Z,@PunchFishing
"Don’t care for these at all. Don’t like the “Air Jordan” logo, don’t like the aged midsole and the black tongue. The changes they’ve made ruins the aesthetics for me, trash in all honesty 👎",['agree 100%'],2024-09-18T22:15:15Z,@City-iD
Imma cop regardless,[],2024-09-18T22:06:32Z,@spacejamdre7207
"The replacement of the Wings logo doesn't bother me, the aged midsole though is a major yuck BUT based on your video the aging effect doesn't look too bad. I passed on the L&Fs because they used the aged midsole but when I finally saw them in person the effect didn't seem that bad, though it also helped that the shoes in general has an aged look. The side panels on the L&Fs appeared to have a sail tinting as did the tongue so it stuck out alot less. Unfortunately, as it is in the sneaker kingdom, if you wait until you actually see a pair of hyped kicks on foot in person before making a purchasing decision, you're going to be doomed to paying resale and I have no intention on dropping 300+ on ANY pair of Js lol. So in summation, I think the footage you recorded here was enough to assuage my concerns over the midsole and sway me to ""for sure copping"" side of the debate on these lol",[],2024-09-18T21:57:30Z,@YNGKING01
Shit got mine for $250 4 days ago,[],2024-09-18T21:29:42Z,@Brownsfan2024
Should’ve been 85’ cut with the bigger swoosh… Would be nice with some more flexible leather…,[],2024-09-18T21:29:04Z,@mr.sandwichesreviews5900
White tongue looks better,[],2024-09-18T21:24:06Z,@RoderickTom-ge1vc
It’s a must 🔥🔥,[],2024-09-18T20:43:31Z,@gokuson4889
I hate this 😂😂😂😂😂🤣🤣🤣,[],2024-09-18T20:34:42Z,@soulmanik7105
"Those were NOT Sneakerheads ... and how did Seth not know the Black tongue part, matches MJs PE",[],2024-09-18T19:22:00Z,@jgmustangec1257
👍,[],2024-09-18T19:21:30Z,@SaschaReves
"The ""air jordan"" text does not look good, whatever the historical context there is. No ""excited"" shoe review will sway me. Too many AJ 1s releasing in the months ahead. This is not a must cop for me.",[],2024-09-18T19:09:27Z,@speedscorpio
Because of the storyline the “air Jordan” text makes the shoe way cooler than the regular wings logo. Definitely going to try to pick them up.,[],2024-09-18T18:58:41Z,@RayAngulo-u8k
This is more like the Old Love 1s if they were highs and not mids,[],2024-09-18T18:01:28Z,@earlleejustinergs8
I wish they’re relax with this stupid fucking aged midsole,[],2024-09-18T18:01:22Z,@Vandal1985
love seeing Nike reppin Chicago on the paper. ChiCity!!,[],2024-09-18T17:44:01Z,@alextorres7835
Best Jordan 1 of all time not gonna lie 🔥,[],2024-09-18T17:42:11Z,@Rpcbasquiat
42937 Konopelski Flats,[],2024-09-18T17:24:16Z,@mabelmiers5680
Without the Wings logo it's kinda weird tbh.,[],2024-09-18T17:24:06Z,@gabrieljordan2353
Aren’t they supposed to be an 85 cut?,[],2024-09-18T17:16:43Z,@NandosVlogs
I need 2 pair,[],2024-09-18T17:12:19Z,@Rpcbasquiat
the people you have working with you aren't true sneaker fans,[],2024-09-18T17:12:04Z,@AderianTheVisualPoet
Sail laces to match the sail midsole?,[],2024-09-18T16:55:25Z,@stevent3371
Also my all time favorite Jordan 1!,[],2024-09-18T16:55:11Z,@jeffreydelossantos8934
Look sick can’t wait to cop a pair for myself 🔥,[],2024-09-18T16:54:46Z,@hamidijaz4615
The black tongue makes them extra hard,['extra ugly'],2024-09-18T16:52:42Z,@terrijoiner9487
Wow wow wow most have omg bad to the bone 🦴 sweet love Jordan 1 forever 😂😂😂🤌🏾👍🏾🙏🏾🦴🥰,[],2024-09-18T16:38:25Z,@NathanHartfield
pass,[],2024-09-18T16:27:09Z,@GORGON_OG
These new gen z sneakerheads are stupid. These are a must cop. Has history of how the shoe was going to release to the public in 1985. This shoe has history.,[],2024-09-18T16:20:26Z,@juanibarra9846
I have the RAre Air AJ! highs that say AIR JORDAN on the side,[],2024-09-18T16:19:07Z,@GORGON_OG
Air Jordan text reminds me of the Rare Airs,[],2024-09-18T16:07:42Z,@jussanerd
I've seen people not like these due to the logo. Please keep that energy. I don't want any difficulty copping these when release comes.,"['you wont have no one wants these\n\nI would wait for a sale they gonna sit', '@@Xander71267 lmao you wanna bet your life on that? Remember holidays are near', '💯💯\nDudes be talking bout not wanting them and still be buying them just to have them', 'They going almost under retail already on goat lmao 🤣. Imagined after released day. Local shoes group selling it 180 no tax already. No difficulties my boy. This is not Covid times anymore. Shoes game is dead', '@@19junior82 you still betting your life on that? lmao  imagine not seeing these bricking a mile away']",2024-09-18T16:07:36Z,@njY2K
I hope they flop and go below retail the only way I would buy them.,[],2024-09-18T15:53:54Z,@mykeeee8448
This will be added to the collection 🔥 great vid bro,[],2024-09-18T15:37:35Z,@blvzingnieko
"Naah... I'm good without the wings 💸... Even after the rrrraasaaarrrreeeee reason. 

As a sneakerhead you just can't say you don't know why is that 2:11",[],2024-09-18T15:25:01Z,@marcop.525
"Personally, I love the ""Air Jordan"" text. I'll always love the Wings logo, but the text gives it more of a sample feel. Besides, this is just one release, they'll go back to the Wings the next time they release in a few years. I love them paying homage to the OGs.",[],2024-09-18T15:14:18Z,@Poppa_Keef
"Double up for me, favorit colorway and has been since day one!",[],2024-09-18T14:59:20Z,@TheRPDude
How do you make a 16 min vid out of this shoe 💀,[],2024-09-18T14:48:29Z,@kev_s_kis
"Im personally not a big fan of the ""Air Jordan"" txt on the side of the sneaker (prolly just because im more used to the wings logo). Then again, i dont rock my AJ1 highs with shorts so it doesnt mather that much. The AJ1 Black toe is a classic sneaker and i am probably gonna cop 2 pairs, so i have one to rock and one to stock",[],2024-09-18T14:38:25Z,@soles_by_b3218
"Nope, pass. I just think Nike markets lower quality products as higher value than they ought to be. The classic black toe with the ""Air Jordan"" script replacement would be enough. A signature to someone else? nah, I don't need that. An aged midsole, I don't want that. I just want a quality classic and so do millions of others. If it sells (and it would) why not do the simple thing well? Pseudo-related. Why are the 85 high editions not being released in the OG colour ways? Unless Nike are waiting for specific anniversaries these are wide open goals that they're not even shooting at.",[],2024-09-18T14:34:26Z,@jeremymuir4332
i love the fact jordans are actually affordable now.. if I can get my hands on a pair I will be purchasing,[],2024-09-18T14:06:27Z,@wilsongv95
"No wings logo, easy pass",[],2024-09-18T13:51:24Z,@jacekr8893
"I use to like jordan 1 high but I think I'm too short for the high I'm only 5'7"" I think it looks better on taller people",[],2024-09-18T13:50:14Z,@ericzz93
Black toe is my favorite shoe of all time. These will be must for me,[],2024-09-18T13:48:40Z,@dreagle1fly
"Nice review, Seth. What a time to be alive, right?",[],2024-09-18T13:37:06Z,@jesselittle9295
Lows are better....,[],2024-09-18T13:29:19Z,@thumbwarscore8927
Mink oil or any type of leather conditioner to get rid of the sparkles,[],2024-09-18T13:03:22Z,@spencer99726
How much you want for that pair serious injury!!!!!!!,[],2024-09-18T12:50:18Z,@ethannater7434
"The tongue being black vs white is a big difference! The black toes looked super clean with white laces, now maybe not so much, and also the “air jordan” on the side as opposed to the wings also brings it down a notch. For these two reasons, not as good as the first pair 😬",[],2024-09-18T12:22:29Z,@charlielee7665
"man i cannot get past the ""no wings logo"" i would rock these 110% if they had the wings :/",[],2024-09-18T12:15:12Z,@laurits2870
"Except wasn't the ""Jumpman"" logo photo taken in a pair of New Balance or something like that? I know it wasn't a Nike shoe at least lol",[],2024-09-18T12:14:16Z,@anonymoose42
"Sleep.

🛌😴",[],2024-09-18T11:49:53Z,@Adamred1
Double up!!,[],2024-09-18T11:41:01Z,@onslaught213
4 minutes of talking before showing the shoes. That annoyed me  alot haha 😅,[],2024-09-18T11:28:16Z,@stormshadow3650
The black tongue is og why they fixed it on the lows the white was a mistake 😂😅😊 whats up Seth .F..... I've wanted this exact shoe since  day one it's a dream come true my favorite photo shoot been waiting forever for this one....💯,[],2024-09-18T11:21:43Z,@TheDarkCloud914
They fire but I do I agree with other homeboy white tongue looks way better,[],2024-09-18T11:20:27Z,@gilbertorodriguez2301
1200 is insane,[],2024-09-18T11:06:03Z,@rakotobe
The main thing I like about the new black toe is the the black tongue....... anybody who tried to clean white mesh tongue knows it can be a bi+ch lol,[],2024-09-18T10:53:13Z,@evensbaptiste6415
Another crap hype low quality sneaker from jordan with stupid logo,[],2024-09-18T10:52:30Z,@dopesneakerman
"No offense whatsoever but the boys at the shop have barely beginner knowledge regarding sneakers LOL and it's not just this video, if you watch previous videos where they're in it, they know nothing about basic details/history",['i mean neither does seth 😂'],2024-09-18T10:47:49Z,@Akbari93
"Those look like $20 fakes at walmart,that air Jordan text throws the entire shoe off.. 😢",[],2024-09-18T10:31:45Z,@rajmhatre6513
"I am NOT feeling that 'Air Jordan' text instead of the wings logo. Matter fact, I think I  actually hate it. 

The black tongue looks amazing, tho.","['white tongue looks so much better', '@@Xander71267   pistols 🔫 at dawn MF?? 😁']",2024-09-18T10:11:40Z,@derryksandiford5434
Should've kept the tongue white ..... pause,[],2024-09-18T09:41:56Z,@angelmontanez7307
Fowl Gang or No Gang! I need these bro!,['@wzg8804\xa0 Wait Until 2025'],2024-09-18T09:41:50Z,@wzg8804
i love both version even if i dont own any reason dont have money for it if i did i won buy either best looking shoes thats why in games i would mod my characters to wear it like in the sims. best looking shoes man kind ever made,[],2024-09-18T09:30:45Z,@arthur_shadows5078
Man these are clean. I didn’t want them and now I do. 🤦🏾‍♂️,[],2024-09-18T09:29:23Z,@RashaadOwens
the Air Jordan text looks ugly,[],2024-09-18T09:23:53Z,@wdsonjainc8978
This is no way the best jordan 1 of 2024 ..,[],2024-09-18T09:15:54Z,@rishabhsahu6525
V2 shape looks like clown shoes. Bring back the v1 shape Nike ! Also hate the black tongue but what bothers me the most is that gigantic ugly toebox. 2016 are perfect,[],2024-09-18T09:09:09Z,@pattonPwr
When's your mocha low video coming out!?,[],2024-09-18T08:59:52Z,@rishikyadav7483
"I cant. I tried, but just cant without the wings.","[""😢😢AWWWW... when you wear any type of jeans or whatever and it's covered are you going to go around telling everybody that says yo I like your shoes no take that back and you're going to lift up your pant leg or your joggers and be like look these are the OG I'm talking about the one that he wore that started the Jumpman you're going to be like are you serious a real sneaker connoisseurs are going to be like I would not wear those I would have bought two want to just wear and I guess Flex like you guys call it these days and want to just put up in a nice frame have you frame a sneaker that's history I mean that's the beginning think about it but you're still going to cry🎉🎉❤❤"", '\u200b@@giovannimejia5478  jesus, drop some commas on there, bro. 😅', ""@@derryksandiford5434 🤣🤣🤣🤣🤣🤣 I told you I keep forgetting to and to be honest with you you know to keep it all the way through and through my screen is cracked I can't see my screen that pops up no that is not the only thing I could hit is the little voice text mail when I hear that little chirp that means I could start talking and I just hope to God that it catches every word I say so if it comes out I'm sure you know how to read through but you're right I tried to say commas but it ends up saying coma can I really sound like yo what's this dude talking about being in a coma LOL my fault""]",2024-09-18T08:59:26Z,@andreklen
Black tongue is throwing me off.,['ya its ugly'],2024-09-18T08:48:38Z,@juanzamora809
Absolutely must cop. Double up worthy. 1200 is a lot of money. But then again copying sneakers for reviewing is a tax write off.❤,[],2024-09-18T08:22:30Z,@YudiTera
"I think the 2024 one is way better...maybe a hot take, the black tongue is great with black lens, maybe I just like black better.",['definitely not lol'],2024-09-18T08:19:58Z,@Kappa-G
"Cool box and a cool story, the shoe is pretty average, though. Not getting that, ""Gotta have it!"" feeling. I'll be opting for other releases, of course.",[],2024-09-18T08:12:32Z,@DJA1599
"Bro you may have just swayed some of the fence sitters to cop, me included",['gonna be easy\n\nthese gonna sit'],2024-09-18T08:10:22Z,@choofuyen358
Gosh! I really want this shoe so bad! I hope I can cop it in retail price! It makes me overthinking about this shoe that no anything updates in Indonesia. 😭,[],2024-09-18T08:09:18Z,@elthestreetking
Aged midsole is lame,"[""And so is your taste😢😅😂 hint reimagined and they didn't demolish it like the Chicago I lost and look I found them with a ticket from a box that has a oh wow a air max box top on it that's cool let's mix it up let me see the shoe oh they already rushed the process of flaking off awesome y'all are weird sneakerheads suck man thank God I'm a sneaker connoisseur""]",2024-09-18T08:07:36Z,@staypuft9994
lol idk why it bothered me so much that your employees gripe about the air Jordan text detail like damn they’re just being close minded EVEN after you explained the significance ..  I mean shit thats one of my favorite details because its just such an iconic piece.  The history of all these special pieces are one of the coolest elements of sneaker collecting!! wtf!  lol anyway whatever I hope everyone keeps the same energy just so I have no issues getting my double up on this piece,[],2024-09-18T07:19:38Z,@dielalex89
Funny enough They have released other Jordan 1s already with the Air Jordan no one cared about those,[],2024-09-18T06:56:45Z,@Sneaks-Geek
"easy pass on Air Jordan text. why dont Nike just release the OG black toes,",['Oh man another Sneakerhead Cry-Baby moron hint reimagined holy s***'],2024-09-18T06:56:23Z,@dpyxl
