comment,replies,date,user_name
❤❤❤,[],2024-11-13T19:24:22Z,@AlinaIlles-d2o
God job 👍,[],2024-11-13T08:13:39Z,@JeromeWithFamily
"Italian here. It’s completely fine precooking and storing pasta in the fridge if you’re going to use it in a cold salad or in a soup. We usually store the full dish though, not just the pasta.",[],2024-11-12T10:18:30Z,@Helymin
I love this concept!,[],2024-11-10T02:37:28Z,@katedority2764
You r nt gonna cook spinach,[],2024-11-06T10:55:19Z,@amritanema3616
This needs to be a series ❤,[],2024-11-06T10:52:04Z,@titaemira
"I cannot eat at least half of those ingredients, but it's always a pleasure to watch your recipes! Maybe I'll try to use this as an inspiration to do something similar with foods I can eat. 😊",[],2024-11-05T19:55:34Z,@staseraleggiamo
"Me crying from Canada 😭 No, still very budget friendly! But I think about $60 up here 💔",[],2024-11-05T19:39:49Z,@amber6329
For hw many days we can store lentil stew,[],2024-11-03T19:03:06Z,@sumaiyaasfin1615
Mam then y the hell people used to tell we should not eat refrigerated food,[],2024-11-03T18:58:51Z,@sumaiyaasfin1615
"Just made this, took 1.5hrs because I preferred to press, season, and bake the tofu (used a 454g block).  Other variations: 1) used garlic, frozen chopped onions, and canned chopped tomatoes for the lentil stew 2) whole wheat pasta and Couscous 3) prefer the zucchini without curry powder",[],2024-11-03T18:43:35Z,@manojipereira9169
Corn starch is not a health option dear,[],2024-11-03T04:25:44Z,@pritiwadekar9784
i love this! would love more meal prep videos,[],2024-11-03T01:39:27Z,@elicooper8203
I really like the lentil harvest bowl. ❤,[],2024-11-02T22:21:03Z,@marzettik
"I love this video! Vegan, cheap, tasty, healthy and easy ❤",[],2024-11-02T15:13:20Z,@luramelzer1347
Thank you so much. Everything looks absolutely delicious.🙏❤️❤️❤️😋😋😋,[],2024-11-02T14:52:57Z,@adrianapilonieta-ji1tt
"Pliss subtitle,i want to understand",[],2024-11-02T02:47:58Z,@citraw.n6714
"Bouillons ingredients is only dangerous chemicals no beef no chicken nothing,  worst thing you can eat,if you claim the recipes are healthy, you need to omit them next time",[],2024-11-01T13:11:38Z,@zceylan
Lovely! I doubt it costs less than 20e  in France 😅 but I'll try and let you know 😂,[],2024-11-01T12:33:48Z,@smokypoo
Some protein / meat options added to this would be great 👍🏽,[],2024-10-31T06:33:25Z,@saptaparnidasac3181
"Dear Saadia 

You look amazing in that maroon T ✨
Thank you for sharing these meal prep recipes :). Just what I needed.
Hun how do you care for the plants hanging just above your kitchen hob. And how have you hung them there. I guess iam clumsy lol  just made a mess instead few years ago.  Inspired by your creativity want to give it another go in decorating by plants on top of my hob wall .😊 I tried it over my hob but actually can’t figure it out. Any tips on placing them on top of your hob , keeping them lush will be deeply appreciated .

Keepp ppl blooming, prospering.
God bless 💕",[],2024-10-29T23:14:35Z,@sunshinemoon634
"My Dr . put Me on a Vegan diet for 10 days because something of My hormones and kidney ,the first person on internet I was thinking about was You ❤",[],2024-10-29T23:02:39Z,@gabrielaciocirlan250
"Dear Sadia, I follow you for a long time now and I love your videos. Thank you so much also for this one. Could you do some other videos with meal prep or on the app? It’s perfect also if you have a family at home. You can just double the size of the meals. Thank you and your team again for your work and effort you put in your work.",[],2024-10-29T19:58:38Z,@maikeschad2618
This is amazing 😍,[],2024-10-29T15:53:40Z,@cerhn
"I am totally doing this.  I prefer to eat my main meal at lunch and just soup in the evenings, but because lunch time is a short amount of time I nerd to prep otherwise I make unhealthy food choices. This is a fabulous selection and so easy. Also easy to tweak flavours and use as base for other prep ideas. Please can you tell me if I can prep and store Halloumi in same way you did the Tofu? Thank you ❤",[],2024-10-29T11:02:55Z,@pippamarshall2987
"Hey, I love the meals questions. How do you stop your body from being gassy? Im vegan but the food is just in working with my tummy. I'm just really gassy. So what to do.",[],2024-10-29T00:57:51Z,@jewel7553
This meal prep is just amazing! My son loves it too and as a busy mum I prep on Sunday and can enjoy stressfree week. Absolutely LOVE this please make more of these videos and guides,[],2024-10-28T20:18:46Z,@gabikasitinova2721
I feel sry for people  who had to freeze  their meals.,[],2024-10-28T16:36:22Z,@vsbaghel
water soluble vitamins of carrot will get dissolved in water which later you discard.  Do you realize that?,[],2024-10-28T13:50:50Z,@brindarao9128
oh I love this! thank you.,[],2024-10-28T11:45:33Z,@shiverwind4361
Wow the lack of seasoning is insane😮,[],2024-10-28T06:07:30Z,@0oSiLveRo0
"It is great, i subscribed to your channel, i hope there will be more video like this one!",[],2024-10-27T22:18:15Z,@Coco-xe3tp
"You are a doll. Food is fantastic, my favorite",[],2024-10-27T20:52:01Z,@aabidadar5532
"Dude, the inflation here in Oregon, I didn't even add organic things, or the complete list and still got to $50 for the main items. Not even including BREAD! I wish food were as cheap as wherever y'all are.",[],2024-10-27T17:39:27Z,@lydiam3183
"Actually, most restaurants pre-cook the pasta. Instead of cooking it al dente, you can boil it for half of the cooking time. It will finish cooking when you reheat it with the sauce.",[],2024-10-27T16:59:00Z,@vaniar.1583
Meal Prep for 20-30 grams of protein meals 🙏💪?,[],2024-10-27T16:31:18Z,@sararenovato2530
"if you buy the roasted bellpeppers from lild, make  the dressing without vinegaer. the bellpeppers are very acidity",[],2024-10-27T11:50:37Z,@susisauerkraud8337
I Need more of these!,[],2024-10-27T11:33:35Z,@annawinkler4731
I did this whole menu last week and it was AMAZING! my boyfriend and I absolutely loved the variety we got out off this and how quick it was. I used to do one meal for 4 days of lunch and you can imagine that it get's boring quickly. Please do more of these videos 🙏,[],2024-10-27T09:55:09Z,@HappyMonkey11
Please do more of these..!,[],2024-10-27T02:01:32Z,@hliew0
My favourite video you've ever done! Would love more of these videos 😍😊,[],2024-10-27T01:10:03Z,@TheRa3gan
"Just done this meal prep and every meal was delicious, thank you",[],2024-10-26T13:19:40Z,@janehutchinson9999
"please more meal preps like this. This is so good, if you have a very active 9 month old baby😅",[],2024-10-25T19:59:54Z,@susisauerkraud8337
"I seldom comment on videos, but I have to say that this was so easy AND it’s actually enough food for 2 people to be good and full! So excited to enjoy the rest of these meals this week; the first night was already delicious",[],2024-10-24T20:14:25Z,@nikitaandester
"Excellent meals as usual, with that good sense of humor! Love it!",[],2024-10-23T21:21:08Z,@BettyHorn
"Hi, what can be used as a substitute for curry for those who don't have it at home or don't like it?","['curry is a spice mix, so feel free and use what you like. i eat the pasta salad in this moment and everything would be great with the zucchini']",2024-10-23T15:35:23Z,@N5555b
Would love to learn through classes 😊,[],2024-10-23T13:56:39Z,@jessydavid1493
I swear she‘s an angel,['Totally agree'],2024-10-22T19:27:08Z,@ng3147
"When I see Sadia I click,she’s my favorite person on all of YouTube,God bless her and Robin!",[],2024-10-22T14:55:14Z,@OmarHylton
This is an awesome meal prep!,[],2024-10-22T04:17:42Z,@ashleyalhadeff
"This is an amazing series and idea, will try right away!!",[],2024-10-21T18:32:34Z,@LinA-tv6qy
"I just ate the first recipe, the noodle salad, amazing!!! ❤",[],2024-10-21T11:25:59Z,@hildegardvonbingen4074
This is great! I would love to see more videos like this in the future :),[],2024-10-21T08:14:40Z,@isabelradgarcia4033
What’s the difference between red and green lentils? TIA love the channel!,[],2024-10-20T22:18:43Z,@MaryPonder
"I just did it for the first time, it took 1.5h which is totally okay. I had some quite rebellious onions to peal 😂 
I am looking forward to tasting the meals thoughout the next week",[],2024-10-20T22:06:18Z,@jasminstich1376
"I have been watching your content for years and years! I learnt the cooking basics from you. And the best thing is, whatever inspo I need, you always have the perfect video for it. Thank you so much! ❤",[],2024-10-20T17:34:38Z,@96Joosee
"I doubt whether this message is going to reach you, but please, pay attention to the quality of your pasta which now is of very low quality. The paler, the better, it needs to be dried for at least 72hrs. Yellow pasta has no nutritional value",[],2024-10-20T16:43:42Z,@hulahop5655
"Amazing and thank you for sharing the receipt ❤ you can do the soup after prepping and pour hot into clean jars, close tightly and should last in the fridge up to a week with being ready to take to work and just reheat in the microwave ❤",[],2024-10-20T16:34:52Z,@005lenka
"I'm just coming out of the most horrible depression and did this meal prep earlier today. Ive just eaten the pasta salad and honestly feel like crying. It was soo quick and easy, has decent sized portions and tastes AMAZING ! the shopping list made it so easy on my poorly brain. Pllllease do more of these ❤ ❤ it's so helpful for us when we're struggling. Thank you so much",[],2024-10-20T15:23:28Z,@nataliecollins9097
So helpful!! I am going to try some of these ideas soon. I only have a mini fridge but I think these ideas could still be practical for me. Thanks so much.,[],2024-10-20T15:18:35Z,@Calendula_Craft
"Recipes seem great, but these meal prep things frustrate me, because:
1. It never shows the time you spent on planning, shopping, preparing assembling and cleaning up, which usually takes a lot more time than the cooking itself.
2. According to this video, I still have to have quite a few other storebought items at home that I still need to assemble 
3. According to this video, I still have to use a pan almost every day (that I'll have to clean after, as well as the stove) and spend quite some time toasting bread, reheating my ingredients, not to mention putting ingredients in a blender (that I, once again, will have to clean) or rinsing my carrots and refilling the container with fresh water. If I already spent so much time, why would I not make an easy meal from scratch with fresh ingredients from the store? A simple hearty cup of noodle soup with some veggies takes less time than this.
4. I am essentially eating the same dish over and over, just in different configurations. Knowing myself, I will start to resent those ingredients after day 2.. Long story short, a diversity in meals issue that also takes away the joy of ""what do I feel like eating today?""
5. Meal prep for most people is also a thing that they should be able to take to work. I don't see how I could take the majority of these to work?

Meal prep always sounds great, but I just don't see it working for most people, at least not in this way.","[""how couldn't you take it to work ???""]",2024-10-19T19:49:26Z,@mchlle94
The fact that all of that cost you only $30 makes my Canadian heart hurt.,[],2024-10-19T17:28:18Z,@katienelles5758
Yakub,[],2024-10-19T09:00:46Z,@saadkurde2140
Thanks!,[],2024-10-19T08:35:40Z,@alisatravels
Please do more of these!! So yummy and wholesome and I love the variety! The pdf and video together are 👌,[],2024-10-18T13:53:56Z,@lapooh
What could I substitute for the hummus to make the dressing?,[],2024-10-18T01:48:44Z,@bethmcmillen6387
you lost me at vomity dude,[],2024-10-17T17:39:07Z,@Theonorah
Thank you so much for this video and the free guide!! Such a time saver. Tried it this week and it was amazing,[],2024-10-17T06:55:41Z,@jojobaoel2081
You are doing a wonderful job. You are the reason I want to be a vegetarian,[],2024-10-17T03:59:44Z,@Maria-rq8gz
"This is brilliant! Thanks for the pdf. Also, loving the app.",[],2024-10-17T00:58:24Z,@eojuka
How long for the dishwashing?,[],2024-10-16T19:30:45Z,@toloveandrestore2472
"30 euros there... I want to CK how much it would cost here in Panama and suggest ur video with prep instructions and my research of products prices here bc here people complaint about how expensive is our food...and it is sad bc the gvmt do a basket of the cheapest not healthy foods to show a lie bc people don't want to eat like that, just they don't have other choices for cheap. However, learning different recipes like this vegan style should be tested... It would help our community here to solve a great trouble healthy nutrition and economic prices. I hope it make sense.",[],2024-10-16T17:48:16Z,@mariagago7568
4:08 This dish is highly effective when eaten at any time,[],2024-10-16T09:58:49Z,@HealthyCare365
"After watching so many of these types of videos, yours was the first one to motivate me to actually follow along. I'm so happy I did! My husband and I  haven't tried them all yet, but the pesto sandwich literally brought tears to my eyes tonight. It was so tasty 😭❤️ Thank you so so much for making this video ❤️",[],2024-10-16T00:55:44Z,@8Icecat8
You're an actual angel,[],2024-10-14T15:11:28Z,@mari_3kyu
"Awesome, please make it a series!",[],2024-10-14T14:53:10Z,@szk00
Wonderful video! I want more ❤🙏,[],2024-10-14T11:26:44Z,@yn6591
Love it!!! Thanks a lot for your time and energy!,[],2024-10-14T10:18:44Z,@hannal.1275
"Amazing video once again! ❤️ Please consider making this a series, we love itttt",[],2024-10-14T08:19:37Z,@nonamanisss
INCROYABLE 😍,[],2024-10-13T21:06:22Z,@tiphaineherry4607
"Sadia, thank you SO MUCH! i've never actually followed along with a meal prep video like this, but i decided to go for it, and it took me just over and hour and just over $30! I feel so ready for this week now!! THANK YOU!",[],2024-10-13T20:47:41Z,@heidim.1924
"Love the ending, thanks for including these moments 🤗",[],2024-10-13T19:51:30Z,@nadzeyaheyl2671
Thank you for this and also for not charging us to get the recipes.  I also would like to thank you for a past memory... At your wedding you served healthy foods.,[],2024-10-13T16:39:37Z,@autumnmeadows4079
Won’t carrot lose its nutrients because it is grated and put into water which will be discarded,[],2024-10-13T09:55:15Z,@dakshatajadhav5419
"I know everybody hates Italians giving opinions on food, but I think you did great. Just maybe whole wheat/grain pasta will hold up for longer, and please don't rinse it under water when it's cooked. Thanks for the video, it gives great tips",[],2024-10-13T09:49:10Z,@dagliocchibui
loved it!,[],2024-10-13T07:50:59Z,@luciamariarossi4120
"i was thinking about how creamy and rich the sandwich is, which isn't suitable to my texture issues so I think substituting the avocado with something more solid would be good, not sure what though. hmm",[],2024-10-12T21:54:09Z,@lynnsey9343
"Hello Sadia! I'm definitely going to try this tomorrow for my busy week, thank you ❤ but have a question 🤔 I'm not sure if I understand what to do with the lentil stew, do you blend it in the end to get that creamy texture? Thank you again ❤",[],2024-10-12T19:47:08Z,@cristiana02pv
This is so creative and thoughtful! Thank you Sadia!,[],2024-10-12T19:05:11Z,@ForeverDawn11
"This is fantastic, thank you!!! We've been attempting to do this type of meal prep using the app but it's way easier when you've done all the genius for us. Maybe something to consider adding in the next app upgrade? 😉",[],2024-10-12T14:10:51Z,@ChelseaCarpenter-i5p
"I'm a now 27yo OG subscriber (subbed back in 2016 I think!), and I have to say, your content remains some of the best on Youtube. I'm not sure how long the PUL app has been around for but I was pleasantly surprised to see you launch one. Your warm presentation and tasty recipes have been consistent since day 1. So glad to see you still putting generously putting out quality content!",[],2024-10-12T13:27:27Z,@kalyisahfarid912
"Such a great video! I was so confused the last days, it should be nourishing, selfmade, have proteins and simple. I want to loose weight. And now I see your video. And it looks so simple. Also the examples how to create a dish with this components. Thanks a lot!",[],2024-10-12T07:26:24Z,@JoJo-fo1by
This is great. Love the protein content!,[],2024-10-11T16:08:02Z,@KokoraLife
Great!,[],2024-10-11T10:56:12Z,@helkysay4028
I love your work. Thank you for sharing ❤,[],2024-10-11T09:02:15Z,@gabrielaback3177
"Ok. So this was ingenius!!! The One hour last Weekend saved so much time during the week and also saved me from eating rubbish because I am too hungry to cook something from scratch. 
So if you do another Video Like this I will be cooking along again. 
Thank you !!!!",[],2024-10-11T04:55:06Z,@LuMaFoe
"I tried this last week and it was really good!! The Lentil Bolognese was my favorite of them all. I really liked this kind of a koncept, it saved me a lot of time every day! Thank you! 🥰🥰",[],2024-10-10T16:36:11Z,@Apuu5
"I did this mealprep today together with my 2 year old son, great recipes!",[],2024-10-10T16:11:50Z,@deidre2219
"Wow, I would love to see more videos like this! I think I will try to do this meal-prep.",[],2024-10-10T13:05:56Z,@zagorskaewelina
"My husband and I have been stressed after just moving into a new house - this meal prep guide has been a life saver. And although unsure if we would like all 5 meals, we have truly enjoyed each one! I'm sure this video took a lot of thought and preparation, so thank you - truly!",[],2024-10-10T11:36:26Z,@haileyhardy8670
"Drop whatever you are doing and go read the book Womans’s weight loss secrets: the unspoken truth, its absolutely life changing, trust me on this",['Wth'],2024-10-10T11:26:38Z,@MiaJohnson-x4m
"I love the idea and I want to start on this too but I never done this so what I’m skeptical about is if the food will stay good I mean I don’t want it to go bad, I did order some glass containers and I’m thinking of storing it in my freezer so it’s a two compartment half freezer and half refrigerator if someone can tell me if it will work out I would appreciate",[],2024-10-10T10:49:07Z,@khusshburaajput7107
"I’m always advising my patients to meal prep… but like others here, most don’t want to eat the same meal for days. This is a great video. Thank you! 🎉",[],2024-10-10T09:32:20Z,@Gd-rs5ub
I have been relying on you to make this vegan thing work for many many years now & I would like to express my deepest gratitude! Yum!! ❤,[],2024-10-09T19:26:08Z,@evergreen.petrichor
"As a new mom who just got back to work, I wish to thank you for this video !
Its doable, affordable, time saving,  
nourrishing and healthy ❤",[],2024-10-09T18:02:11Z,@juliettelh6429
lovely,[],2024-10-09T16:20:38Z,@Kachnickakoupelnova
"Thank you so much for this, I am a wheelchair user and cooking from scratch and then clearing up afterwards can be challenging, I'm currently having the cous cous and lentil stew now and yesterday had the spaghetti its been brill and had the sandwich for lunch it was lovely, following slimming world (a UK weight loss plan) and as I say cooking from scratch is hard word, really appreciate.",[],2024-10-09T16:20:38Z,@samanthalawton6972
Please do more videos like this or make it a subscription or anything 🙈😅🫣! It saved me last week with two little kids! I would happily pay for this kind of content!!,[],2024-10-09T09:36:22Z,@zsofiaendrody7487
This is perfect for fall!,[],2024-10-08T22:56:42Z,@veronicasmemories
"Thank you, these look great! I know these are all cheap things but even they are getting expensive. Just avocado+hummus+bouillon+red lentils puts me over $10 where I live😢","['this is terrible. where do you live? But 30 Euro for 10 meals are very low in price. you can cook your chickpeas, freeze them and make your own hummus, or freeze the own hummus. thats cheaper.\nalso make the pesto by your own. you can use plants from the garden/outside. dandelion, greedy or something else. Add garlic, nuts/seeds, oil, salt, pepper and maybe a squeeze of lemon juice. cheap and delicious AND very healthy. You can make also a big batch and freeze it']",2024-10-08T22:54:15Z,@rachellemckeown3332
good video !,[],2024-10-08T21:31:49Z,@litaciponik6218
"Love this! It would be so great if this became a regular series, or even if you made an online guide for like several weeks' worth of meal prep recipes to rotate through like this. I would pay for it! I plan to try this out next week.",[],2024-10-08T20:31:00Z,@Murburns
"I am not great in the kitchen, but I'm trying! I made this meal prep last night. It took my an hour and a half because I only have one big pot. I'm eating the pasta salad right now and it is amazing! My coworkers are jealous.",[],2024-10-08T17:44:44Z,@frostybrooksstudio
I love this! Please do more videos like this! 💙💙💙💙💙💙,[],2024-10-08T17:29:25Z,@angelasmith6526
I love your videos had been for 10 years,[],2024-10-08T17:21:01Z,@gothgallive
As a single senior I love meal prep but don't want to eat same meal/frozen meals.  Love cooking 1 X week for 5-7 days.  Thanks for the PDF.  More ideas along this line please,[],2024-10-08T14:50:25Z,@lindavantassel5151
"You´re rinsing noodles?! The Italian inside me died watching this, didn´t flinch at the prep of the pasta;(",[],2024-10-08T14:10:41Z,@ameliea7895
you look Indian 😀. BTW I am gonna try this for sure.,[],2024-10-08T14:05:45Z,@ayushishrivastava5945
"I always catch myself liking meal prep ideas in theory but when it gets to eating the same thing for a whole week I find it unsatisfying. Not with this one though, this video is exactly what meal prep should look like in my opinion! I would love more videos like that :)

And the free pdf including the shopping list and all the instructions is just so so helpful. Keep up the good work!",[],2024-10-08T10:26:03Z,@Pijannaa
I'm crying for the rinsed pasta 😢 but I love everything else you do 😅,[],2024-10-08T09:19:06Z,@graziellachilosi5987
Supperb prep.. Excellent❤🎉,[],2024-10-08T06:52:03Z,@BhatsParadise2024
Please please do more of these! One hour meal prep is a dream!,[],2024-10-08T05:22:33Z,@anaisedwards
I'm tentatively optimistic that I can do this,[],2024-10-08T04:43:41Z,@jenna2440
"I tried this last week, and all the meals were absolutely AMAZING! They were also easy to scale up, and the best part is I wasn’t BORED of eating the same things too many times- HUGE WIN! Even my husband was impressed and I’m not usually the cook. Please do more of this!",[],2024-10-07T23:27:51Z,@estherlee8213
You should credit rainbowplantlife for this “building block” method of meal prep.,[],2024-10-07T19:31:17Z,@atruenut
Thank you! I can’t find a bullion cube that doesn’t have MSG in the ingredients. What do you recommend instead of that?,['MONOSODIUM GLUTAMATE'],2024-10-07T19:12:32Z,@rosarior5489
"A big compliment for your videos. These are the best videos production-wise that I have ever seen and I know I should compliment on the cooking but I am deeply impressed by the visuals, light, the whole aesthetics of your filming that I just had to comment this. Big thumbs up to you and your husband!",[],2024-10-07T16:57:56Z,@simonbolzdotcom
"As Algerian (where couscous is born) I would recommend using some steam appliance to prepare the couscous rather than boiling water.
the real recipe of preparing couscous is by using (Keskes which is a utensil with many wholes in it put on a pot with boiling water to steam the couscous).

Thanks for all the recipes, as a very busy woman, I am adopting meals prep routine/lifestyle and I love what you do ❤",[],2024-10-07T15:15:45Z,@ReineDz
"Love the theme, thank you for making this video! I just started meal prepping and your ideas made it so much easier 😍 I would love to see more similar videos 😇",[],2024-10-07T11:29:13Z,@petravagi5170
"This has been ideal for me as a new mum who does not have time to make dinner daily, but needs a lot of protein and healthy food to breastfeed. Also, I divided the prep in two batches to accomodate my baby and it has been awesome! Wholesome and healthy dinners in 5 minutes for all the week!",[],2024-10-07T11:20:33Z,@sofialanchodrozdowskyj8849
"I just want to say WOW - I tried this, and it's the best meal prep I've ever tried! Look, they are usually for one or two meals, I've never seen one that includes preparing stuff to assemble several meals which don't taste the same. I LOVED all the meals (sandwich was my fav, I made them two times haha) and I will honestly make it again very soon. Please please give us more of this! <3",[],2024-10-07T06:51:21Z,@vervaynn7226
Please make this a part of the app as well 😍😍😍,[],2024-10-07T06:20:58Z,@DrTerezaTherapy
Omg 😍😍😍,[],2024-10-07T06:17:30Z,@DrTerezaTherapy
🙏🙏,[],2024-10-07T03:56:36Z,@bhavnapatel8258
"I loved the bloopers at the end haha! Such great meal prep ideas, making seperate ingredients that store well and come together quick is definitely my favourite type of meal prep! 😊",[],2024-10-07T03:39:33Z,@alishavial1684
Genius!!!,[],2024-10-07T02:14:01Z,@sharonasselta5309
Thank you for this. I’m getting ready for my second hurricane in two weeks. I’m going to cook noodles in advance and then add a sauce when I want to eat,[],2024-10-07T02:04:06Z,@robinodowd458
"I'm not even vegan but I love love love trying new things and  this video was truly the Hallmark for me! I made each and every one of them and I must say I am impressed. Everything is so flavorful, colorful and good! Thank you so much for sharing. Blessings to you ❤",[],2024-10-07T01:24:16Z,@itsericanicoler
"Prep time was 1h30 even though I had some help from husband, and had bought pre-chopped carrots and spinach. Cost was indeed under €30 per person, thanks for the great video!",[],2024-10-06T21:12:37Z,@mommabear868
"This is genius, more videos like this! The idea of using hummus pepper sauce for a salad blew my mind",[],2024-10-06T21:08:29Z,@snikovsky
I’ve now eaten 3 out of the 5 meals and it’s safe to say I love this meal plan! The prep did take me closer to 2 hours but maybe the next time I do it things will go faster. Because there definitely will be a next time!,[],2024-10-06T20:13:39Z,@AllysonClark
Everything looks so delicious!!  Can't wait to try some of these!,[],2024-10-06T20:07:34Z,@suecorrigan1216
"This is the first meal prep video that inspired me to actually do the exact same meal prep. The pdf is extremely useful, thank you so much! I spent 1,5h in the kitchen, including the majority of the cleanup (pots are still soaking). I have a small kitchen with very limited counter space. A larger frying pan and another big pot would have helped to speed up the process a bit. It's Sunday evening now, I'm ready for the work week to start and I'm looking forward to these meals the next couple of days.","['Awesome! How did they taste for you?', '@@maggiieb.3170 Everything was so delicous! And big portions too.']",2024-10-06T19:17:32Z,@shannasha
Ooooh I love this video! Thank you!! ❤,[],2024-10-06T18:55:08Z,@astermaris9908
WOW more of this please!,[],2024-10-06T18:14:34Z,@mmchacha08
Love it! ❤❤❤,[],2024-10-06T15:03:39Z,@blackswan2185
"Such a great video & help - thank you so much, definitely inspired 🥰🙏💚",[],2024-10-06T11:55:13Z,@ieva1988
I love this!  Well I love the idea of meal prep like this.  I’m very allergic to zucchini and I don’t like hummus.😞🤦‍♀️,[],2024-10-06T06:17:41Z,@joycehuff9769
Wow so healthy thank you,[],2024-10-06T04:22:53Z,@anabeltapia3666
Fabulously brilliant!,[],2024-10-06T04:12:05Z,@kimberlygritman1790
This is brilliant Saf!!,[],2024-10-06T03:14:51Z,@alyserendipity
"I'm a third generation Italian. (My grandfather is from Italy.) The problem isn't making the pasta ahead of time, it's rinsing it. Please don't rinse pasta it will wash away all the flavor! Love your recipes though!❤❤❤",[],2024-10-06T01:23:24Z,@LiljaSherba
Could you make a slow cooker recipe list? : D,[],2024-10-05T19:35:57Z,@teaganmarie26
"Thank you very much for this video! I would love to see more of those, because it makes my life so much easier! :-)",[],2024-10-05T18:30:52Z,@claudib9725
Thank you so much for these ideas! I`m exited to try it out. Extra kudos for creating a pdf,[],2024-10-05T15:58:36Z,@sofiauksus1270
This is AMAZING 🎉 Could you please please please do more videos like this!! 😊 I love the concept of mixing and matching 😍,[],2024-10-05T13:40:31Z,@nati9795
"I'm a huge fan of healthy meal prep, and now I'm a huge fan of your channel! I love your ideas and can't wait to dive into more of your videos!",[],2024-10-05T13:01:41Z,@violetqueen450
wow thanks so much for those meal preps! Really love them and gonna try it out asap!,[],2024-10-05T11:19:39Z,@Sofi-jn8tl
"Italians will cringe hard, they are against all sorts of unexpected mixings with their holy pasta LOL",[],2024-10-05T10:24:29Z,@ricardogaioso
This is awesome!,[],2024-10-05T09:13:46Z,@karolinamackiewicz514
💛,[],2024-10-05T09:06:59Z,@dianawaceke9960
What can you do if you tend to bloat after having lentils? Is there a way to reduce the bloating?,"['I had very bad bloating with beans and lentils. \nFor me it was: restart with a very small quantity (tablespoon) on day 1 and add a few more each time; it seemed to allow the gut microbiome to adjust gradually. \nNow I never get bloating with usual quantity of beans or lentils but it took a while!!', '@@dj.h7424 oh that’s good to know! I might try do that and see how I go, thank you ☺️']",2024-10-05T08:48:05Z,@TheStephiet20
I love this! These all look incredible. Would love to see more videos like this :) thank you!!,[],2024-10-05T08:40:17Z,@celestea1501
"I really appreciate that it’s an actual free pdf, no signing up for a newsletter or anything. Thanks!",[],2024-10-05T06:58:43Z,@dondoron5377
"Great video! I also enjoy your app and would love to see meals with common ingredients grouped together like you did this.  Thank you so much! You've helped my family have healthy,  tasty homemade meals that i was not able to do on my own",[],2024-10-05T01:18:03Z,@bactlc33
Perfect!,[],2024-10-05T00:21:37Z,@rosegallant192
Christa Island,[],2024-10-04T21:38:14Z,@ChildLena-e2x
Thank you so much for this video Sadia🙏😭! The price of food is so ridiculous these days and I can’t afford to waste any. I love how this offers variety and uses up every bit of the ingredients.,[],2024-10-04T18:51:50Z,@Life-oo2tr
The lentil bolognese looks delicious!!,[],2024-10-04T16:58:56Z,@bookishdaydreams4993
Thank you for all the effort you're making by thought through all the possibilities of meals you can do with so little prep time. Thats a huge help in my everyday life.,[],2024-10-04T15:28:56Z,@nadjabentrup6638
