comment,replies,date,user_name
Looks annoying to try to set up each exercise but if you aren’t worried about quick sets then it’s perfect,[],2024-10-10T00:24:08Z,@BLACK_FORTYFIVE
"I've been watching this dude on and off for a few years now. My question is, how is someone who has access to a home gym that better equipt than a regular gym, why is he still small?",['All energy goes into the mustache!'],2024-10-09T15:20:46Z,@ChristianBuenrostro-c5k
@8:00 you explain how the adjustment bar would get in the way with a barbell but the atlantis video shows it on his back and it wouldnt be in the way lol,[],2024-10-08T02:39:59Z,@JenovaImproved
"Just purchased this! So excited to finally be able to do back extensions, leg extensions, and leg curls! Now the only move I can't replicate in my home gym is the leg press.",[],2024-10-07T20:23:00Z,@lindseymillam
Miller Laura Jackson Mary Hall Laura,[],2024-10-06T22:28:08Z,@MaryLong-f1b
That price thou,[],2024-10-06T22:19:21Z,@Nobody18718
Too expensive for what it is. For $600? Sure. Not $2k.,[],2024-10-04T00:12:38Z,@firpofutbol
"I have the old version of the Freak Athlete Nordic Hyper.  I bought it specifically for the versatility, which has only improved with the latest upgrades.   I had a Sorinex Nordic bench that I bought in 2011 which I sold to make space for the FA bench.  The Sorinex unit was definitely more durable, but didn't have half the versatility of the FA unit.  I use  my FA bench every time I workout at home",[],2024-10-03T11:46:53Z,@darkhandaam
"The only thing I don't like is their BS ""Lifetime Warranty"" it isn't actually lifetime as they wave the right to not own up to it if your product is Discontinued... Not really Lifetime if they can just Discontinue your item and not have to own up to the Warranty.","[""If product is discontinued then you get a guaranteed further 2 years. It's in the terms and conditions. So lifetime of product + 2 years if a product is discontinued""]",2024-09-30T06:26:51Z,@coryv5679
im afraid of nordics blowing my hamstrings out,[],2024-09-29T16:46:18Z,@jiblyjably
more garbage,[],2024-09-29T15:11:38Z,@mexicola-cs8gv
Hey James. I was curious about getting into character design/poster art and film. Any info helps. Thanks!,[],2024-09-27T13:52:40Z,@Manoftomorrow32
"It's really cool, but you're point about full rom for nordics doesn't make sense because you're not going past a vertical body position at the end of a rep. If your bench is flat you're moving 90 degrees but if you incline the bench to 30 degrees then you're only traveling 60. The flipside is the decline does increase the rom past 90 which is something that most other nordics can't do.",[],2024-09-22T22:28:59Z,@peterk.1492
"1300 and doesn’t come with everything in the video?
No thanks.",[],2024-09-22T20:24:25Z,@Darkstarsovereign
My God... The bot comments lmao,[],2024-09-21T05:14:27Z,@TonyC2328
Thanks for the video. Can this replace a bench?,[],2024-09-20T14:13:03Z,@JP-ou3ht
Harris Michael Taylor William Martin Amy,[],2024-09-20T06:34:43Z,@RIDGELzraizaa
And they’ve already jacked up the price 😂,[],2024-09-18T18:15:32Z,@RumzDizzle
it is not made very well,[],2024-09-17T16:31:57Z,@jivins-lr5iw
"Man, oh man.... This is exciting. Look forward to seeing if larger manufacturers like Rep and Rogue make a version of this type of design.",[],2024-09-17T16:22:15Z,@matthewkuttruff3045
"I wanted to share some feedback regarding the response time on requests. From a customer’s perspective, the delay has been noticeably long, to the point where it almost feels as though I’m dealing with a scam. While I understand this is not the case, the extended wait times give that impression, which can affect the overall trust and confidence in the service.

I hope this feedback is helpful, and I look forward to an improvement in response times.

Thank you for your attention to this matter.",[],2024-09-16T19:42:38Z,@jkingpr1
"Im a Gen 1 and its a solid machine, i did have something break and the owner send me a replacement part right away.. they have amazing customer support and i will keep saying good thing's about them until i feel other wise.. keep up the good work 👍",[],2024-09-16T04:48:49Z,@halo0001master
"I have the original and am in love with it! I have found it's modularity opens up a lot of other creative exercises. I have used it like an incline bench, used the arc pad to create a rounded bench that I can do lat pullovers with... Having the nordic pad is nice and unique from a flat bench because of it's width. I really like the ""high table"" you can create with it at full extension high up, I use it like a box for hip exercises and stretches and sometimes lie face down on it almost like a childs pose and do dumbell rows from it.",[],2024-09-15T00:38:59Z,@keitherdr93
anyway to use this for calves? that’s something i’m always looking for in these multifunction things,[],2024-09-14T07:55:29Z,@tigershark987
Robinson Carol Thompson Donald Johnson Matthew,[],2024-09-13T17:19:11Z,@TylerCristobal-t6s
As a poor. Could I use the as a regular bench also?,[],2024-09-13T12:21:42Z,@11bangbang84
"I'm sorry but even for something as cool as this looks, 1k or more dollars isn't budget. There are much better choices for home gyms for that amount of money",[],2024-09-13T00:41:49Z,@the_Acaman
THAT MOOSTACHE IS ENRAGING,[],2024-09-11T18:01:38Z,@siko1101
Brown Larry Hall Timothy Brown Scott,[],2024-09-11T08:58:18Z,@brookedodson2888
Hernandez Helen Rodriguez Paul Miller Carol,[],2024-09-11T08:55:21Z,@brookedodson2888
"Coop and FreakAthlete -- Additional features it might already do are a standing hamstring with the leg developer. Does something get in the way? Does it double as a massage bench or it is too short? A simple pully systems for the leg developer so you can do weighted lateral walks or side kicks would be valuable. Can you widen the feet position of the back extension? That's a very useful training position for athletes, it seems it would need a custom plate or maybe a home hack with wood to make it work.",[],2024-09-11T04:00:22Z,@jamesgilmore8192
I’m looking for a quality leg extension/leg curl developer similar to this that has the same resistance curve through the full ROM. Any recommendations? Space is more of a concern than budget.,[],2024-09-10T21:00:22Z,@ryanaustin6073
"Looks amazing but... retailing at $1600 USD for the full kit??? dude I've bought entire smith machine + squat rack combos INCLUDING weight sets that cost this amount... including the foldable bench! I mean, this is obviously an incredibly well engineered bench on steroids but... end of the day it's a bench. How tf is this ""BUDGET""?","['Gym equipment is so overpriced its actually so funny', 'Its ridiculous just wait for someone else to make it for half the price', 'I actually thought exactly like you a while back when I first got into home gym. Little by little I started buying more and more expensive and high quality pieces of equipment - just recently I got a rogue manta ray with the foot catch that came out close to $1300 and that’s just a bench. For what this does, it’s very cheap while still maintaining good quality and compact', 'It isn’t lol idk wtf Coop is on about', '@@DavyDave1313lol you don’t need to spend anywhere near $1300 for a high quality bench']",2024-09-10T18:15:42Z,@nbkw48
"Budget? $1000 plus, I don't think so.",[],2024-09-09T16:35:07Z,@RobertoBrooks-py1pz
"1500 bucks is kinda questionably ""budget"".",[],2024-09-09T05:41:57Z,@mdeamicis
"""It's all lower body focused""..... well of course it is coop.  Legs are a bitch and a half to work out if all you have is a rack, barbell and dumbells.  You're pretty much limited to squat variations..... and deadlift variations.  For upper body.... pretty much every upper body machine out there.... just mimics a movement one can do fairly easily with a barbell or dumbells and a bench.  How can one do a leg curl or leg extension.... without a machine?  Ya can't.  If you can I bet it's highly questionable and extremely uncomfortable/ awkward.  

My only question is..... why do people act like GHRs and Nordic Curls.... are different movements?  GHRs just use a cheater pad.   That's like saying a preacher curl is a vastly different movement than a standing bicep curl.",[],2024-09-09T01:59:23Z,@doseofreality100
"I dont think you can use budget to describe a 1,299.99 USD machine. I get it replaces like 10 things but that comes at a price.",[],2024-09-08T23:47:58Z,@NoMMAdd_Soap
Hernandez Jason Clark Kimberly Thompson Sharon,[],2024-09-08T05:15:31Z,@VincentAnnabelle-l4l
"I'm 6'2"" 295lbs and my focus is strongman training.  I was looking at this earlier in the year and had a couple of concerns.  Will it really fit me well?  And how will it support my weight plus any weight I add.  I want something solid that doesn't give, creak, or move.  I have doubts that this is for me.","[""I have similar concerns as you. It will move because of the adjustability at your size, no question. I've heard it starts to creak around 400lbs total loading. The biggest drawback seems to be the wobble in the table when not perfectly centered. I do lots of one sided and cross work and this concerns me the most. They should release some add on supports to stop the movement for heavier users."", '\u200b@@jamesgilmore8192thanks for info, greatly appreciated!']",2024-09-07T01:59:29Z,@dustinm800
"Man, the name of the founder is also a character from Game Thrones, if I recall correctly. First thing I noticed, lol",[],2024-09-06T10:40:14Z,@VeritatisQ
"I'd love to get this but it's out of my price range right now. When my health gets better and I'm able to return back to work and get off of disability, or my finances change I'll be looking into it again. I live in Canada so for the whole machine on pre-order would be $1,639.99 then the shipping to Canada. For now I'm good utilizing my gym membership, the limited home workout equipment I have, and the Hevy and Gymshark apps. The Hyper Pro is definitely some home gym equipment that I'd love to get in the future.",[],2024-09-05T23:10:04Z,@JordanFayter
Got to try this out already - 6’2” /225lbs and was sturdy underneath me np. Home gym gold,[],2024-09-05T19:44:39Z,@thefoosisloose
They need to add a lever to Reverse Hyper so it can be weighted.,[],2024-09-05T18:09:01Z,@drew6167
Is there any way to do sissy squats on it?,[],2024-09-05T17:41:32Z,@clarkconnery4556
Loyce Rue,[],2024-09-05T16:40:40Z,@DonnaJohnson-g9m
can i use like a bench for bench press?,[],2024-09-05T14:33:45Z,@gasMVP
Currently listed on sale for over $1600. The non sale price is over $2000. Definitely not a budget friendly option!,[],2024-09-05T13:12:26Z,@Daveskelly1
"It's over 1200 Euro ($1300+) in Europe, so that's a no from me dawg",[],2024-09-05T12:16:59Z,@BillPairaktaridis
"Any chance this is usable for taller people?  E.g. 6'4"" tall  😀",[],2024-09-04T23:10:04Z,@elleffeff
"Also, they have THE BEST customer service!! I also have their wheelbarrow sled combo and it came with a dent, they replaced it right away.❤",[],2024-09-04T17:25:07Z,@lydiavogel7924
I have the original version and I'm constantly finding new ways to use it. Ordered the leg developer and new GHD pad. It's gonna be a beast in my small space ❤️ already is,[],2024-09-04T17:23:59Z,@lydiavogel7924
"Can you do preacher curls on this? I know that’s random, but I use my Titan GHD  for preacher curls and this seems worth the trade in.",[],2024-09-04T16:29:57Z,@claytongant6376
it's 1200 dollars 😂😂😂,[],2024-09-04T00:57:53Z,@johnames6430
"I ain't going to lie, I have the Super Bench Pro, if they make a reverse hyper for it, its over for this.",[],2024-09-04T00:15:55Z,@altairtheeagle
Couldn’t think of a better product or a better company! Yogi and Benji care so much about providing value and being of service. They have sat with me and spent hours helping me rehabilitate chronic pain. I will be a lifetime customer of theirs and always looking forward to seeing more of their new products!,"['Maybe tell them that relentlessly spamming people with ads is bad form? They made it to my ""never buy from"" list.']",2024-09-03T20:25:15Z,@thebman610
"Honestly I love it. I’m 5’11”, 235 lbs, and I've done back extensions with 135# on it. I wouldn't want to go much heavier than that, because things start creaking a bit and it sketches me out lol. But for doing side crunches, adductor stuff, and being able to adjust the angle of the pad, it’s amazing. I’ve never had a problem with head clearance except when using it at lower angles (<45 degrees). Probably more of a problem for taller guys though",[],2024-09-03T16:54:08Z,@ProjectAbsolution
Dumb question but does anyone bench with this? I would love to replace my bench bench with a multi-use device like this but need to be able to keep pressing.,[],2024-09-03T16:28:25Z,@belikejohndoe101
I thought this website was a scam tbh,[],2024-09-03T15:32:29Z,@g-rift6498
"Speaking of budget combo units, is a sledtread review by Tib bar guy coming? Or is there a reason you are holding off on reviewing that product? Id also be interested in their nordic back extension V2 as im most interested in nordics and back extensions. Thanks for all you and your team do!",[],2024-09-03T13:44:32Z,@INoahGuy92
"Think this will be my next addition to my set up, no idea it even existed ! Thank you 🙏",[],2024-09-03T10:41:17Z,@beans8130
Can you review the C10 force usa!!??,[],2024-09-03T09:27:23Z,@jacobwirsching7943
Can it still be used as a standard bench press/incline press bench??,[],2024-09-03T04:22:30Z,@bbqseitan7106
This is such an amazing review of such an amazing product!,[],2024-09-03T03:57:30Z,@docyogi
Rep just raised prices on RepxPepin... better lower them a lot on black friday,[],2024-09-03T00:54:01Z,@MushookieMan
"My experience with home gyms is that they end up as clothes hangers,I need to go to the gym, don't have the discipline to work out at home",[],2024-09-02T20:45:33Z,@taurusx1000
Shit is expensive,[],2024-09-02T19:56:23Z,@zdtu8
"Coop, due a review on Kynett flywheels. I've bought several of their products and have been happy. I'd like to see them do well since their prices are affordable.",[],2024-09-02T19:47:13Z,@kevtz83
Coop where did you get the shirt? I dig it,['Hedley&Bennett chef tee'],2024-09-02T17:59:40Z,@frammer13
"They jacked the price $280 from when this was filmed.  Roughly 1/3 of its price.  Was 899, now 1179.","[""Price didn't change, we just now pre-select the attachment! Still $899 for Hyper + GHD and will go up a bit next week once our launch sale ends""]",2024-09-02T17:58:55Z,@YourBestFriendforToday
"I became a Nordic doer 4 days ago… I once was blind, but now I Nordic and tell EVERYONE.  I’m not mute apparently",[],2024-09-02T17:22:35Z,@Squints100
But can you bench lol,[],2024-09-02T17:09:46Z,@victormartin4452
"I see they changed out the back feet from the original but did the front feet get an upgrade?

On the OG model I purchased about 8 months ago I already had the front feet fail once and the replacement feet is about to break as well from doing hip thrusts.","[""We did update these. I'm sorry to hear about your issues, can you shoot us an email or message? We'll find you a permanent solution."", '@@freakathleteco thanks I’ll put in a ticket to customer service', ""@@Qntran2 Perfect. Just an FYI we will take a few days to get back to you since we have a lot of questions during launch. What's your email? I'll personally handle this one."", '@@freakathleteco same as my YouTube @ \nname and it’s a Gmail address. If I type it out YouTube will auto delete the comment lol.']",2024-09-02T16:17:01Z,@Qntran2
"I’d be using this a lot for GHD sit ups and good to see this one has a better pad than the last version. You said that this is “not as good” as a standalone machine (which is understandable bc it’s all in one) but also “not that far off.” Can you comment a little more on this?  Going back and forth between getting this for the versatility and space saving, vs just getting a pure GHD machine.",[],2024-09-02T14:48:18Z,@EmilyJ919
"Thank you so much for this review!!! I'd been looking for something like this for a long time, and didn't even know the first version existed. Thanks exclusively to your video, I just ordered this Hyper Pro with all of the available attachments. This is the first time I've actually been really excited to add a piece of equipment to my home gym in many years.",[],2024-09-02T13:53:40Z,@reaxions
Could I use it as a weight bench? I am female and lift accordingly.,[],2024-09-02T13:46:56Z,@juttah.4839
"The price of this is way more reasonable than i thought, i figured 2000-2400 but for $1200 that's well within the range of affordability",[],2024-09-02T13:36:46Z,@runnerup15
Can you please do a rogue echo rower review? thank you,[],2024-09-02T12:46:35Z,@sangilyun234
"Can it replace a incline bench? If so, no doubt I’m ordering one.",[],2024-09-02T10:51:02Z,@kbundgaard
Arrrgh still building my gym bought mine in august still in tbe box lol Can you upgrade an existing bit of kit ?,[],2024-09-02T10:12:50Z,@s1lentsound
"If there are affiliate links in the description, it is an infomercial, not a review.","[""That's what this channel has become. The blog comparing different equipment is still useful though.""]",2024-09-02T03:56:02Z,@frankcooke1692
"At $1200 AUD ($812 USD) for just the Hyper Pro I think It's a hard pass, don't get me wrong it's a nice piece of kit but I think at that price point you're competing with a lot of other equipment a home gym might need. In terms of brand new kit though, damn it looks nice!

Also, I don't think they can claim it's a ""9 machines in 1"" if you need to spend a significant percentage to get the additional attachments to make it to the advertised 9 machines.",[],2024-09-02T03:47:34Z,@jlirving
"Awful lot of bullslt comments from ""owners"" & then you click the link & it's a Pre-Order. How the hell do you love and own something that isn't for sale yet?","['They are talking about the first version which has been on the market for a year', ""The overwhelming amount of positive comments on this channel always throws me for a loop. Mostly because the videos are 90% overpriced junk with much cheaper and more practical alternatives available. Makes me think it's either bots or just a large group of people who primarily spend their time collecting expensive workout equipment rather than actually lifting weights.""]",2024-09-02T03:14:58Z,@butchgreene
"Hey Coop, what would be the best home gym equipment for people living in an apartment","['The Freka Athlete Hyper Pro!!', '@@docyogi do you think this is the best thing on the market for apartment living']",2024-09-02T02:41:18Z,@foreignsigns3834
"The machine is nice... Not sure I call it a flaw but the issue I have with the leg extension attachment is it requires actual ""plates"" to work.  My wife and I now in our mid-60s continue to workout in our home gym that no longer includes free weights.  We have a functional trainer, bench, dumbbells, resistance bands, a Hyper back machine, and a wall-mounted power rack for pull-ups and band work. I would love to see some type of pulley cable attachment that allows me to use the functional trainer weights for the leg extension.",[],2024-09-01T19:26:10Z,@EpicRev1
Need a review on those vivo's! B3en waiting on this one! Thank you🎉,[],2024-09-01T19:06:02Z,@Azurelightning05
Can you use it as a bench for bench press if you have decently wide shoulders? Is it sturdy enough to jump on as a box?,[],2024-09-01T19:05:33Z,@hannahmenke5335
amazing. gotta be one of the most innovative designs to hit the market in years,[],2024-09-01T18:38:50Z,@zen5326
"Seems like everything today has gone full blown overboard... Like an $80,000.00 pickup just to take to work to bang-up, dent  and wear out... I've been lifting on and off for decades... First thing I went to Sears and bought a DP Olympic bench with a leg attachment (which I still have in storage) with DP plates, DP curl bars, DP Tri-bars also (which I still have and use today)... Seven years ago my son informed me that I was falling apart so off to Walmart I went... Bought a $99.00 Golds bench with a leg attachment, Golds spin lock dumbbell set, Gold's plates, CAP plates and Weider Plates which I like the best... I finally wrecked the leg attachment broke the welds... So off to Walmart again, bought a CAP Squat rack FM-905SR, a KURONO GT-617 bench and a HARISON HR-609 bench... All on sale... Ooooh, a cheap preacher bench which I hate and is junk... Arm pad too narrow, bar rack too narrow, thin tubing,  tippy and horrible welds... Luv the KURONO bench minor flaw the feet need to be wider... Harrison a all welded frame rugged leg attachment but has three minor design flaws but still a rugged bench... CAP squat not bad I like it... I'm very fit and tone I get compliments all the tyme... I don't plan on competing or benching 500 lbs. I'm in it to stay healthy, fit and tone AND didn't SPEND a fortune to do it... Ooooh, my pickup is a '98 Ranger which I luv and it still meets all my needs and truck requirements, ciao...","['In 1999 two brothers I knew recieved some inheritance. One brother bought a brand new top of the line Honda Accord for around 25k... The other brother bought a top of the line Ford Expedition for around 29k... now in 2024 a top of the line Accord starts at around 28k.... meanwhile the top of the line Expedition starts at 75k..... make that make sense.....smh', ""@@dariusandrews4490 Had friends tell me they've seen Dodge Crew Cabs with a Cummins for over $120,000.00 in dealers lots... What do they think it's a Pete or a KW, insane..."", ""@user-kn4cy4bp4w\xa0 you might be on to something... it's still kinda of weird that all the truck prices shot through the roof during the pandemic yet the prices are still that high... I mean come one.. F150's are only about 20% cheaper most new Porsches and Mercedes at this point..."", ""@user-kn4cy4bp4w\xa0 lol... me to... I thought 89 cents a pound for my Weider plates was crazy.... boy I was living in California when the pandemic hit trying to figure out a way to get my plates from my parents house in Atlanta to California.... it wasn't happening... Had to spend $600 on two of the cheapest quality dumbells you can imagine... that and a $100 dollar CAP adjustable bench got me through"", '""Im very fit and toned. People compliment me all the time guys i swear""']",2024-09-01T16:36:00Z,@JoannaHott
A thousand bucks for the square footage and versatility is a good deal. Youre talking 3x the price for the cheapest options of the stand alone versions.,[],2024-09-01T13:57:50Z,@GIboy1990
"How tall are you for reference, at what point in that height is your waist",[],2024-09-01T13:11:07Z,@toothlessera8377
"Hi coop, I saw in one of your videos that you had attached som sort of stability / chest pad to your freemotion functional trainer and I was wondering what it’s called because I’m in a similar need for som support fore my functional trainer and would like to do something like you did","['That’s the Prime Fitness adjustable stability pad attachment.', '@@kevinmoran4164 thank that was waht I were looking fore']",2024-09-01T11:50:57Z,@AlexanderMattsson4
"When is this guy going to start showing some muscle, damn bro, what ever your doing do More lol",[],2024-09-01T11:28:02Z,@ImArnold-zq5zo
I’m tempted to sell it all and buy this.,[],2024-09-01T10:39:48Z,@TrainFlood
How the #£%& is $1000+ budget?,[],2024-09-01T07:57:08Z,@davekennedy6315
Looks like a great piece of equipment but it’s a bit disingenuous of you to start the video saying the target audience is the sub $1000 buyer when once you add the attachments to make it fully functional it’s over $1100 and then shipping it’s over $1300.,[],2024-09-01T04:34:53Z,@KSwanson-r7g
The decline situps don’t work if you are over 6’3,[],2024-09-01T04:27:14Z,@cp3043
"thats crazy how the price was instantly raised. this video came out a day ago and he shows it at 899 on sale and if you go now its 1579.99 with a ""pre order"" sale of $1,179.99 cant believe that! Regular price on the video is $1,199.99 with a sale price of$899.99 now they jacked up the regular price up put a fake ass sale price back down to regular price in literally 1 day of this video going live. how unfortunate! This would of Been a great deal at 899.99. THUMBS UP still for a Great Review","['Don’t forget to add shipping.', 'You are looking at $CAD! Prices have not changed.']",2024-09-01T03:25:09Z,@jayt6571
"I love how this looks and all the added functionality. Honestly, I’m just scared to purchase because they be upgrading and changing things left and right. I’m glad I didn’t purchase it when it first came out, but how long do I wait til it actually gets even better lol",[],2024-09-01T03:17:34Z,@megsquan
how would this work as a bench:? can you pull off the rollers/pads for it to basically be a super fat pad?,[],2024-09-01T01:31:55Z,@evanstanton5318
Review the Tibbar Guy SledTred. I’m not gonna order it until it gets the GGR seal of approval!,[],2024-09-01T01:04:49Z,@uwmquest5884
"Looks good. It's adding all the exercises you miss if you just have a power rack with the high and low pulley. Leg ext,curl, hyperextensions etc.",[],2024-09-01T00:18:26Z,@BeamRider100
8:28 This cushion-loving montage is the only thing you need to see.,[],2024-08-31T23:53:31Z,@derfmaster64
How is GHD a different exercise from Nordic?,[],2024-08-31T23:50:53Z,@rdf098311
PLEASE review the Sledtred from Tibbarguy!,[],2024-08-31T23:37:30Z,@nunyabusinessfriend
"Hey Coop. I'm a little concerned about the 14 gauge steel. Do you think it will hold up for years to come? Home use only. The two year warranty doesn't exactly inspire confidence. Should I just wait to see if they indeed come out with as you put it a ""True pro model?""",[],2024-08-31T22:13:01Z,@garysmallwood521
"Thank you Mr. Coop & team for you review of this product. I'm really looking forward to adding it to my list of future purchases, now that I've got my own personal squat rack and barbell on the way.",[],2024-08-31T21:38:13Z,@JoshuaCassel
"$1200? 😂 budget? What are you smoking? My rack, smith machine, cables and bench was only $700. Works just fine and high end equipment is no better than cheap if it works. I also have leg extension/curl and hyperextension machines and they together were $250. So for what this budget bench costs I have an entire gym.  Someone is shilling.","['seriously some people must enjoy wasting money', 'Translation: I bought equipment to do other movements and excercises i dont understand why people are doing different ones on something else', 'So you got 5 machines for $950 vs this one for $1200. Where you saved on cost you paid for in floor space.']",2024-08-31T20:17:29Z,@hill160881
"I don't know about Budget but every Workout enthueist should have a Pull Up Bar. 
I have a OneTwoFit one and it did what I needed it to do, hold my weight so I can do pull ups.",[],2024-08-31T20:16:15Z,@streamingnowstreamingnow2568
how tall are you?,[],2024-08-31T20:01:47Z,@MartinHAndersen
this can replace my incline bench too?!?! sold!,[],2024-08-31T18:01:39Z,@davidbeiler6364
"Freak Athlete has GREAT CUSTOMER SERVICE!!!!  Yogi called me personally about the new pro upgrade kit to explain the conversion. You have a forever customer. 🧡🖤🧡 I brought the firstgen and will be adding the upgrade pro kit. If you brought first gen get the upgrade pro kit, this brand is amazing!!!!",[],2024-08-31T18:01:17Z,@jessicaweston6446
"Knurled pop pins , 11 Guage steel and vinyl like reps ....nordic hyper pro XL",['I would def buy that'],2024-08-31T17:38:18Z,@THEREALTWISTEDINSANE
"Wow... I think this is the piece of equipment I have been looking for.  Small footprint, does all the leg work I want, and I think for all it offers, a reasonable price.  I'm placing my order.","[""Same. I've been waiting to set up a home gym until someone invented this exact set up""]",2024-08-31T17:37:38Z,@macmchenry293
">budget
>is over $1000

bro",[],2024-08-31T16:19:18Z,@feelgreatandskate9798
God I freaking love engineers,[],2024-08-31T15:51:25Z,@SirEpsilonn
Reminds me of a Total Gym aesthetically but looks pretty darn neat.,[],2024-08-31T15:26:12Z,@JHallOnline
Yes! The GHD pad tweak is exactly what I was hoping and holding out on a decision for. Immediately put in my order.,[],2024-08-31T15:07:22Z,@Tiger1016.
